rang;portal;unterbereich_nr;unterbereich;slug_vorschlag;benoetigt_detailkonzept;benoetigt_einzeldossier;benoetigt_online_detailkonzept;benoetigt_online_dossier;downloadpflicht;politische_anschlussfaehigkeit;sdg_sdgplus_bezug;toolbezug;status_alt;status_neu
12;Finanzsystem & Kapital;8;Bürger:innenfonds, Wirkungsrente und Teilhabe am Kapital;buerger-innenfonds-wirkungsrente-und-teilhabe-am-kapital;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;9;Steuer- und Abgabenarchitektur des Kapitals;steuer--und-abgabenarchitektur-des-kapitals;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;10;Automatisierungsdividende und Maschinenwertschöpfung;automatisierungsdividende-und-maschinenwertschoepfung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;11;Wirkungsaufsicht, Kapitalmissbrauch und toxische Finanzprodukte;wirkungsaufsicht-kapitalmissbrauch-und-toxische-finanzprodukte;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;12;Finanzkompetenz 2.0 und demokratische Kontrolle;finanzkompetenz-2.0-und-demokratische-kontrolle;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;1;Klima als Wirkungsraum;klima-als-wirkungsraum;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;2;Energie als Rückgrat der Wirkung;energie-als-rueckgrat-der-wirkung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;3;Ressourcen und Kreislaufwirtschaft;ressourcen-und-kreislaufwirtschaft;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;4;Wasser, Boden und Biodiversität;wasser-boden-und-biodiversitaet;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;5;Kritische Rohstoffe und strategische Autonomie;kritische-rohstoffe-und-strategische-autonomie;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;6;Industrie, Materialien und harte Sektoren;industrie-materialien-und-harte-sektoren;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;7;Kommunen, Anpassung und Klimafolgen;kommunen-anpassung-und-klimafolgen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;8;Regeneration und Natur als Infrastruktur;regeneration-und-natur-als-infrastruktur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;9;Energiearmut, Verteilung und gerechte Transformation;energiearmut-verteilung-und-gerechte-transformation;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;10;Planetare Wirkungshaushalte und Wirkungsfonds;planetare-wirkungshaushalte-und-wirkungsfonds;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;11;Produkt-, Gebäude- und Infrastrukturwirkung;produkt--gebaeude--und-infrastrukturwirkung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
13;Klima, Energie & Ressourcen;12;Politische Anschlussfähigkeit Klima, Energie und Ressourcen;politische-anschlussfaehigkeit-klima-energie-und-ressourcen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
