id,category,mpd_dimension,core_field,sdg_or_sdgplus,target,indicator_family,item,definition,unit,polarity,archetype,scoring_mode,source_ids,measurement_type,numerator_denominator,calculation_formula_plain,thresholds,bm,bm_150pct,bm_250pct,non_compensation_red_line,assurance_level_required,data_quality_minimum,publication_readiness,badges
WOK-G-191,G / Governance,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.17,Multi‑Stakeholder‑Governance,Multi‑Stakeholder‑Governance – Antikorruption,Bestätigte Fälle/1.000 FTE,Fälle/1.000 FTE,lower_is_better,near_zero_better,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3', Polarity='lower_is_better', Archetype='near_zero_better'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3",0.5,0.75,1.25,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-192,G / Governance,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.17,Multi‑Stakeholder‑Governance,Multi‑Stakeholder‑Governance – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",0.6699999999999999,1.0,1.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-193,G / Governance,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.17,Multi‑Stakeholder‑Governance,Multi‑Stakeholder‑Governance – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,higher_is_better_abs,qualitative_ordinal,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_ANTI_BRIBERY,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,0.5,0.75,0.9,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; qualitative review required; red line; source mapped; exact disclosure missing
WOK-SC-143,SC / Lieferkette,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.11,Lokalisierung/SME‑Einbindung,Lokalisierung/SME‑Einbindung – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SC-144,SC / Lieferkette,Demokratie,Arbeit & Fairness,SDG 17 – Partnerschaften,17.11,Lokalisierung/SME‑Einbindung,Lokalisierung/SME‑Einbindung – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_RBC_DD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,82.0,100.0,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SC-145,SC / Lieferkette,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.11,Lokalisierung/SME‑Einbindung,Lokalisierung/SME‑Einbindung – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,49.5,74.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-221,E / Umwelt,Demokratie,Klima,SDG 17 – Partnerschaften,17.17,Gemeinsame Klimainitiativen,Gemeinsame Klimainitiativen – EE‑Anteil,Anteil erneuerbarer Energien am Strombezug,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; EU_EPBD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-222,E / Umwelt,Demokratie,Klima,SDG 17 – Partnerschaften,17.17,Gemeinsame Klimainitiativen,Gemeinsame Klimainitiativen – Intensität,Energie je Output/Umsatz,kWh/€ Mio bzw. kWh/t,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; EU_EPBD,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-223,E / Umwelt,Demokratie,Klima,SDG 17 – Partnerschaften,17.17,Gemeinsame Klimainitiativen,Gemeinsame Klimainitiativen – Effizienz (PUE)*,Effizienz Rechenzentrum/IT‑Betrieb (falls zutreffend),PUE,lower_is_better,pue,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14067; GHG_PROTOCOL_PRODUCT; ISO_50001; ISO_IEC_30134; ISO_IEC_27701; EU_EPBD,pue,PUE = Gesamtenergie Rechenzentrum / IT-Energie; Klimazone und Messzeitraum offenlegen.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3', Polarity='lower_is_better', Archetype='pue'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≤1,2:+3; 1,21–1,4:+2; 1,41–1,6:0; 1,61–1,8:‑2; >1,8:‑3",1.505,2.2575,3.7625,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-P-128,P / Produkt,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.6,Offene Standards/Interoperabilität,Offene Standards/Interoperabilität – PCF,CO₂‑Fußabdruck pro Einheit,kg CO₂e/Einheit,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_14067; GHG_PROTOCOL_PRODUCT; EU_WEEE; GERMANY_VERPACKG; PEF_EU,emission_intensity,"Wert = THG-Emissionen in CO₂e je funktionaler Einheit, Produktmenge, Umsatz oder Aktivität; Systemgrenze offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; ±Benchmark:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-P-129,P / Produkt,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.6,Offene Standards/Interoperabilität,Offene Standards/Interoperabilität – Reparierbarkeit,Reparierbarkeitsindex,Score 0–10,higher_is_better,higher_is_better_score,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; ISO_14067; GHG_PROTOCOL_PRODUCT; PEF_EU,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3', Polarity='higher_is_better', Archetype='higher_is_better_score'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥8:+3; 6–7,9:+2; 4–5,9:0; 2–3,9:‑2; <2:‑3",4.95,1.0,1.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-P-130,P / Produkt,Demokratie,Ressourcen & Kreislauf,SDG 17 – Partnerschaften,17.6,Offene Standards/Interoperabilität,Offene Standards/Interoperabilität – Rücknahme/Recycling,Rücknahme‑/Recyclingquote,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; EU_WEEE; GERMANY_VERPACKG,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥70:+3; 50–69:+2; 30–49:0; 15–29:‑2; <15:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥70:+3; 50–69:+2; 30–49:0; 15–29:‑2; <15:‑3,39.5,59.25,98.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-119,POL / Politik/Regulatorik,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.19,Taxonomie‑Reporting,Taxonomie‑Reporting – Spezifische Emissionen,CO₂e je kWh (LCA),g CO₂e/kWh,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; EU_TAXONOMY; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤100:+3; 101–250:0; >250:‑2', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤100:+3; 101–250:0; >250:‑2,175.5,263.25,438.75,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-120,POL / Politik/Regulatorik,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.19,Taxonomie‑Reporting,Taxonomie‑Reporting – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EU_TAXONOMY,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-121,POL / Politik/Regulatorik,Demokratie,Governance & Demokratie,SDG 17 – Partnerschaften,17.19,Taxonomie‑Reporting,Taxonomie‑Reporting – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EU_TAXONOMY,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-158,SYS / System,Demokratie,Governance & Demokratie,+ Demokratie,-,Demokratie‑Index,Demokratie‑Index – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",0.645,0.9675,1.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SYS-159,SYS / System,Demokratie,Governance & Demokratie,+ Demokratie,-,Demokratie‑Index,Demokratie‑Index – Exposure,Umsatz in Hochrisikoländern,%,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3,15.5,23.25,38.75,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SYS-160,SYS / System,Demokratie,Governance & Demokratie,+ Demokratie,-,Demokratie‑Index,Demokratie‑Index – Kooperationen,"aktive, evaluierte Partnerschaften/Jahr",#/Jahr,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥5:+3; 3–4:+2; 1–2:0; 0:‑2', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥5:+3; 3–4:+2; 1–2:0; 0:‑2,1.5,2.25,3.75,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
